# downsampled to dt=0.5 from the every-step stream
# time matter_min_NEC matter_min_WEC matter_min_SEC matter_min_DEC matter_integral_NEC_violation
   0.0100000   -1.2036437610e-04   -7.4391116592e-04   -7.6290650316e-04   -2.9900998786e-04    7.8490843463e-02
   0.5100000   -1.2031633107e-04   -7.4374337108e-04   -7.6249401766e-04   -2.9891199485e-04    7.8904866869e-02
   1.0100000   -1.2028288831e-04   -7.4377125559e-04   -7.6214754035e-04   -2.9885318960e-04    7.9168350407e-02
   1.5100000   -1.2054665396e-04   -7.4532678499e-04   -7.6384200580e-04   -2.9949246440e-04    7.9267587655e-02
   2.0100000   -1.2110013775e-04   -7.4875689562e-04   -7.6739869089e-04   -3.0089959556e-04    7.9344442628e-02
   2.5100000   -1.2173332811e-04   -7.5258954387e-04   -7.7140386986e-04   -3.0245690981e-04    7.9440639558e-02
   3.0100000   -1.2226075025e-04   -7.5577290848e-04   -7.7476461449e-04   -3.0375179121e-04    7.9569748623e-02
   3.5100000   -1.2219260054e-04   -7.5550822043e-04   -7.7399468107e-04   -3.0361595901e-04    7.9684990551e-02
   4.0100000   -1.2014709491e-04   -7.4299944864e-04   -7.6015835945e-04   -2.9856784383e-04    7.9741398139e-02
   4.5100000   -1.1903771418e-04   -7.3613468394e-04   -7.5363514915e-04   -2.9580642889e-04    7.9732109891e-02
   5.0100000   -1.1815337577e-04   -7.3067195322e-04   -7.4821890518e-04   -2.9360896059e-04    7.9652628313e-02
   5.5100000   -1.1751881017e-04   -7.2682459011e-04   -7.4404091905e-04   -2.9204785732e-04    7.9534537983e-02
   6.0100000   -1.1831132584e-04   -7.3186799785e-04   -7.4774617155e-04   -2.9405940560e-04    7.9478659738e-02
   6.5100000   -1.1945247406e-04   -7.3860532853e-04   -7.5615113574e-04   -2.9682178613e-04    7.9441522062e-02
   7.0100000   -1.1905504886e-04   -7.3619496524e-04   -7.5316723395e-04   -2.9584993274e-04    7.9370034887e-02
   7.5100000   -1.1965090851e-04   -7.3988757923e-04   -7.5769109321e-04   -2.9731599442e-04    7.9303168997e-02
   8.0100000   -1.2024914248e-04   -7.4370109249e-04   -7.6105114415e-04   -2.9883437641e-04    7.9332745642e-02
   8.5100000   -1.2115074082e-04   -7.4903558177e-04   -7.6774824016e-04   -3.0102099663e-04    7.9494718223e-02
   9.0100000   -1.2121445341e-04   -7.4951242392e-04   -7.6818674435e-04   -3.0119213987e-04    7.9723423326e-02
   9.5100000   -1.2049941068e-04   -7.4517567421e-04   -7.6323964213e-04   -2.9943565799e-04    7.9941712744e-02
  10.0100000   -1.1908353038e-04   -7.3659618346e-04   -7.5360875956e-04   -2.9595737277e-04    8.0071896105e-02
  10.5100000   -1.1781057731e-04   -7.2876795547e-04   -7.4576404607e-04   -2.9279992237e-04    8.0134935825e-02
